"ObjNAME","ObjTYPE","ObjREFERENCE"
"/ASBHA-XCV-352753","SCINST","/ASBH-4""-WI-350362-BD1",""
"/ASBHA-PSV-342315","SCINST","/ASBH-3""-WOS-340067-BM1",""
"/ASBHA-PDCV-342230","SCINST","/ASBH-4""-WOS-340162-BM1",""
"/ASBHA-XCV-342115","SCINST","/ASBH-4""-WOS-340162-BM1",""
"/ASBHA-SDV-341619","SCINST","/ASBH-4""-WOS-349009-BM1",""
"/ASBHA-FE-350307","SCINST","/ASBH-2""-WI-350100-BD1",""
"/ASBHA-FCV-350307","SCINST","/ASBH-2""-WI-350100-BD1",""
"/ASBHA-XCV-352752","SCINST","/ASBH-2""-WI-350100-BD1",""
"/ASBHA-PCV-350352","SCINST","/ASBH-4""-WI-350011-BD1",""
"/ASBHA-XCV-342114","SCINST","/ASBH-2""-WOS-340160-BM1",""
"/ASBHA-XCV-343001","SCINST","/ASBH-2""-WOS-349010-BM1",""
"/ASBHA-XCV-350101","SCINST","/ASBH-3""-WI-350086-BM1",""
"/ASBHA-XCV-350201","SCINST","/ASBH-3""-WI-350085-BM1",""
"/ASBHA-XCV-350301","SCINST","/ASBH-3""-WI-350084-BM1",""
"/ASBHA-XCV-350102","SCINST","/ASBH-4""-DPS-500401-BM1",""
"/ASBHA-PCV-350014","SCINST","/ASBH-16""-WI-350064-FD1",""
"/ASBHA-SDV-350021","SCINST","/ASBH-8""-WI-350004-FD1",""
"/ASBHA-PCV-350015","SCINST","/ASBH-8""-WI-350004-FD1",""
"/ASBHA-FE-353231","SCINST","/ASBH-20""-WI-353201-FD1",""
"/ASBHA-XCV-383208","SCINST","/ASBH-20""-WI-353201-FD1",""
"/ASBHA-FE-353331","SCINST","/ASBH-16""-WI-353301-FD1",""
"/ASBHA-XCV-383308","SCINST","/ASBH-16""-WI-353301-FD1",""
"/ASBHA-FE-353031","SCINST","/ASBH-14""-WI-353001-FD1",""
"/ASBHA-XCV-383008","SCINST","/ASBH-14""-WI-353001-FD1",""
"/ASBHA-FE-352831","SCINST","/ASBH-16""-WI-352801-FD1",""
"/ASBHA-XCV-382808","SCINST","/ASBH-16""-WI-352801-FD1",""
"/ASBHA-FE-350001","SCINST","/ASBH-16""-WI-350003-ED1",""
"/ASBHA-PSV-350003A","SCINST","/ASBH-6""-WI-350102-ED1",""
"/ASBHA-PSV-350003B","SCINST","/ASBH-6""-WI-350103-ED1",""
"/ASBHA-FE-353131","SCINST","/ASBH-20""-WI-353101-FD1",""
"/ASBHA-XCV-383108","SCINST","/ASBH-20""-WI-353101-FD1",""
"/ASBHA-RO-350051","SCINST","/ASBH-6""-WI-350080-BD1",""
"/ASBHA-PCV-350016","SCINST","/ASBH-8""-WI-350006-BD1",""
"/ASBHA-PSV-350006","SCINST","/ASBH-3""-WI-350105-BD1",""
"/ASBHA-RO-351161","SCINST","/ASBH-4""-WI-350107-BD1",""
"/ASBHA-PSV-354003","SCINST","/ASBH-4""-WI-354001-AR1",""
"/ASBHA-XCV-382802","SCINST","/ASBH-10""-WI-382804-FD4",""
"/ASBHA-XCV-382801","SCINST","/ASBH-10""-WI-382804-FD4",""
"/ASBHA-PSV-382807","SCINST","/ASBH-3""-WI-382802-FD1",""
"/ASBHA-XCV-382902","SCINST","/ASBH-8""-WI-382904-FD4",""
"/ASBHA-XCV-382901","SCINST","/ASBH-8""-WI-382904-FD4",""
