Column1,ObjNAME,ObjTYPE,Path,ObjREFERENCE,ObjREFERENCEtype,,
303,/ASBHA-P-3948,SCEQUI,/=1073780026/40065/N2,"/ASBH-0.5""-CY-392130-AT1/B06",SCBRAN,,"/ASBH-8""-GPS-383701-AD4/B01"
305,/ASBHA-P-3948,SCEQUI,/=1073780026/40065/N2,"/ASBH-0.5""-CY-392222-AT1/B01",SCBRAN,,/ASBHA-EP-3812
307,/ASBHA-P-3948,SCEQUI,/=1073780026/40065/N2,"/ASBH-0.5""-CY-392130-AT1/B02",SCBRAN,,"/ASBH-14""-GPS-381213-AD5/B01"
309,/ASBHA-P-3948,SCEQUI,/=1073780026/40065/N2,"/ASBH-0.5""-CY-392130-AT1/B07",SCBRAN,,"/ASBH-14""-GPS-381213-AD5/B02"
311,/ASBHA-P-3948,SCEQUI,/=1073780026/40065/N2,"/ASBH-0.5""-CY-392130-AT1/B04",SCBRAN,,"/ASBH-2""-GPS-384020-AD4/B01"
313,/ASBHA-P-3948,SCEQUI,/=1073780026/40065/N2,"/ASBH-0.5""-CY-392130-AT1/B08",SCBRAN,,"/ASBH-20""-GPS-381204-AD5/B01"
316,/ASBHA-P-3948,SCEQUI,/=1073780026/40065/N,"/ASBH-0.5""-CY-392239-AT1/B01",SCBRAN,,"/ASBH-20""-GPS-381204-AD5/B02"
318,/ASBHA-P-3948,SCEQUI,/=1073780026/40065/N,"/ASBH-1""-CY-392220-AT1/B03",SCBRAN,,"/ASBH-20""-GPS-381204-AD5/B03"
320,/ASBHA-P-3948,SCEQUI,/=1073780026/40065/N,"/ASBH-1""-CY-392220-AT1/B04",SCBRAN,,"/ASBH-20""-GPS-381204-AD5/B04"
323,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-14""-OCS-340010-BD1/B01",SCBRAN,,"/ASBH-20""-GPS-381204-AD5/B05"
324,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-16""-OCS-340014-BD1/B01",SCBRAN,,"/ASBH-3""-GPS-381202-AD4/B01"
328,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-26""-OCS-340039-BD1/B01",SCBRAN,,"/ASBH-4""-GPS-381203-AD4/B01"
329,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N1,"/ASBH-20""-OCS-340004-BD1/B07",SCBRAN,,"/ASBH-6""-GPS-380901-AD4/B01"
330,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N1,"/ASBH-20""-OCS-340004-BD1/B01",SCBRAN,,"/ASBH-8""-GPS-381001-AD4/B01"
333,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-14""-OCS-340402-BD1/B01",SCBRAN,,"/ASBH-8""-GPS-381101-AD4/B01"
336,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-14""-OCS-340202-BD1/B01",SCBRAN,,"/ASBH-8""-GPS-381201-AD4/B01"
338,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-10""-OCS-340102-BD1/B01",SCBRAN,,"/ASBH-8""-GPS-383701-AD4/B01"
340,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-10""-OCS-349005-BD1/B01",SCBRAN,,/ASBHA-EP-3813
342,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-26""-OCS-340039-BD1/B03",SCBRAN,,"/ASBH-2""-PHS-381307-FD6/B01"
344,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-26""-OCS-340039-BD1/B04",SCBRAN,,"/ASBH-2""-PHS-384003-FD1/B01"
346,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-26""-OCS-340039-BD1/B05",SCBRAN,,"/ASBH-24""-PHS-381304-FD6/B01"
348,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-3""-OCS-340050-BD1/B01",SCBRAN,,"/ASBH-3""-PHS-381302-FD1/B01"
350,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-16""-OCS-340040-BD1/B01",SCBRAN,,"/ASBH-4""-PHS-381303-FD1/B01"
354,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-2""-OCS-340342-BD1/B01",SCBRAN,,"/ASBH-8""-PHS-381301-FD1/B01"
356,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-14""-OCS-349001-BD1/B01",SCBRAN,,/ASBHA-EP-3815
361,/ASBHA-P-3412,SCEQUI,/ASBHA-P-3412/N2,"/ASBH-14""-OCS-340042-BD1/B01",SCBRAN,,"/ASBH-18""-PHS-381504-FD6/B01"
363,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N6,"/ASBH-4""-DPS-509155-AD1/B01",SCBRAN,,"/ASBH-18""-PHS-381504-FD6/B02"
364,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N5,"/ASBH-4""-DPS-509154-AD1/B01",SCBRAN,,"/ASBH-18""-PHS-381504-FD6/B03"
365,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N3,"/ASBH-4""-DPS-509153-AD1/B01",SCBRAN,,"/ASBH-18""-PHS-381504-FD6/B04"
366,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500810-AD1/B01",SCBRAN,,"/ASBH-18""-PHS-381504-FD6/B05"
367,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N1,"/ASBH-3""-DO-500408-AR1/B01",SCBRAN,,"/ASBH-18""-PHS-381504-FD6/B06"
368,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-2""-DPS-500188-AX1/B01",SCBRAN,,"/ASBH-2""-PHS-381507-FD6/B01"
369,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N12,"/ASBH-2""-DPS-500171-AX1/B01",SCBRAN,,"/ASBH-2""-PHS-381509-FD6/B01"
370,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N7,"/ASBH-2""-DPS-500172-AX1/B01",SCBRAN,,"/ASBH-2""-PHS-384005-FD1/B01"
371,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N10B,"/ASBH-2""-DPS-509143-AX1/B01",SCBRAN,,"/ASBH-20""-PHS-381513-FD6/B01"
372,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N10A,"/ASBH-2""-DPS-509142-AX1/B01",SCBRAN,,"/ASBH-3""-PHS-381502-FD1/B01"
373,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-4""-DPS-500162-AX2/B01",SCBRAN,,"/ASBH-4""-PHS-381503-FD1/B01"
374,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500810-AD1/B07",SCBRAN,,"/ASBH-4""-PHS-381505-FD6/B01"
376,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500704-AD1/B02",SCBRAN,,"/ASBH-8""-PHS-381501-FD1/B01"
378,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500904-AD1/B01",SCBRAN,,/ASBHA-EP-3817
380,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500810-AD1/B09",SCBRAN,,"/ASBH-2""-GPS-381701-ED1-P/B01"
382,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500810-AD1/B10",SCBRAN,,"/ASBH-2""-GPS-381703-ED1-P/B01"
384,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500810-AD1/B02",SCBRAN,,"/ASBH-2""-GPS-381706-ED1/B01"
386,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500810-AD1/B03",SCBRAN,,"/ASBH-2""-GPS-384024-ED1/B01"
388,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N1,"/ASBH-3""-DO-500408-AR1/B02",SCBRAN,,"/ASBH-3""-GPS-381702-ED1-P/B01"
390,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N1,"/ASBH-2""-DO-500409-AR1/B01",SCBRAN,,"/ASBH-6""-GPS-381704-ED3-P/B01"
392,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N1,"/ASBH-3""-DO-500407-AR1/B01",SCBRAN,,/ASBHA-EP-3818
395,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-2""-DPS-500187-AX1/B01",SCBRAN,,"/ASBH-2""-GPS-381801-ED1-P/B01"
397,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-2""-DPS-500167-AX1/B01",SCBRAN,,"/ASBH-2""-GPS-381803-ED1-P/B01"
399,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-4""-DPS-500162-AX2/B02",SCBRAN,,"/ASBH-2""-GPS-381806-ED1/B01"
401,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-4""-DPS-500163-AX2/B01",SCBRAN,,"/ASBH-2""-GPS-384026-ED1/B01"
403,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-4""-DPS-500164-AX2/B01",SCBRAN,,"/ASBH-2""-GPS-384027-ED1/B01"
405,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500704-AD1/B01",SCBRAN,,"/ASBH-3""-GPS-381802-ED1-P/B01"
408,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500810-AD1/B04",SCBRAN,,"/ASBH-6""-GPS-381804-ED3-P/B01"
410,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500810-AD1/B05",SCBRAN,,"/ASBH-6""-GPS-381813-ED3-P/B01"
412,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-503704-AD1/B01",SCBRAN,,/ASBHA-EP-3819
414,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500810-AD1/B08",SCBRAN,,"/ASBH-2""--384028-ED1/B01"
416,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-501204-AD1/B01",SCBRAN,,"/ASBH-2""-GPS-381903-ED1-P/B01"
418,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-501104-AD1/B02",SCBRAN,,"/ASBH-2""-GPS-384029-ED1/B01"
420,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-2""-DPS-500068-AD1/B01",SCBRAN,,"/ASBH-3""-GPS-381902-ED1-P/B01"
422,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-2""-DPS-500122-AD1/B01",SCBRAN,,"/ASBH-4""-GPS-381901-ED1-P/B01"
424,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500810-AD1/B11",SCBRAN,,"/ASBH-6""-GPS-381904-ED3-P/B01"
426,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-501004-AD1/B01",SCBRAN,,"/ASBH-6""-GPS-381913-ED3-P/B01"
428,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500030-AD1/B01",SCBRAN,,/ASBHA-EP-3820
431,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-2""-DPS-509844-AD1/B01",SCBRAN,,"/ASBH-10""-GPS-382004-ED3-P/B01"
433,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-2""-DPS-509842-AD1/B01",SCBRAN,,"/ASBH-2""-GPS-382003-ED1-P/B01"
435,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-509868-AD1/B01",SCBRAN,,"/ASBH-2""-GPS-382006-ED1/B01"
437,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-2""-DPS-509835-AD1/B01",SCBRAN,,"/ASBH-2""-GPS-384030-ED1/B01"
439,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-2""-DPS-509845-AD1/B01",SCBRAN,,"/ASBH-2""-GPS-384031-ED1/B01"
441,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DO-509877-AD1/B02",SCBRAN,,"/ASBH-3""-GPS-382002-ED1-P/B01"
443,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-2""-DPS-509838-AD1/B01",SCBRAN,,"/ASBH-4""-GPS-382001-ED1-P/B01"
447,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N1,"/ASBH-2""-DO-500410-AR1/B01",SCBRAN,,"/ASBH-8""-GPS-382013-ED3-P/B01"
448,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N1,"/ASBH-3""-DO-500407-AR1/B02",SCBRAN,,/ASBHA-EP-3821
450,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N1,"/ASBH-2""-DO-500209-AR1/B01",SCBRAN,,"/ASBH-10""-GPS-382104-ED3-P/B01"
454,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-3""-DPS-500166-AX1/B01",SCBRAN,,"/ASBH-10""-GPS-382104-ED3-P/B03"
455,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-2""-DPS-500175-AX2/B01",SCBRAN,,"/ASBH-2""-GPS-380084-ED1/B01"
457,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-4""-DPS-500163-AX2/B04",SCBRAN,,"/ASBH-2""-GPS-382103-ED1-P/B01"
459,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-4""-DPS-500163-AX2/B05",SCBRAN,,"/ASBH-2""-GPS-384032-ED1/B01"
461,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-4""-DPS-500163-AX2/B06",SCBRAN,,"/ASBH-2""-GPS-384033-ED1/B01"
464,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-2""-DPS-500176-AX2/B01",SCBRAN,,"/ASBH-3""-GPS-384001-ED1-P/B01"
466,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-4""-DPS-500164-AX2/B04",SCBRAN,,"/ASBH-4""-GPS-382102-ED1-P/B01"
468,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-4""-DPS-500164-AX2/B05",SCBRAN,,"/ASBH-4""-GPS-383901-ED1-P/B01"
470,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N11,"/ASBH-4""-DPS-500164-AX2/B06",SCBRAN,,"/ASBH-6""-GPS-381904-ED3-P/B03"
473,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-503701-AD1/B01",SCBRAN,,"/ASBH-8""-GPS-382113-ED3-P/B01"
474,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-503702-AD1/B05",SCBRAN,,"/ASBH-8""-GPS-382113-ED3-P/B02"
477,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-501204-AD1/B02",SCBRAN,,/ASBHA-EP-3824
480,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-501004-AD1/B02",SCBRAN,,"/ASBH-10""-GPS-382404-FD7/B01"
482,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-500035-AD1/B02",SCBRAN,,"/ASBH-2""-GPS-382403-FD1/B01"
484,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-509868-AD1/B02",SCBRAN,,"/ASBH-2""-GPS-382406-FD1/B01"
486,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-2""-DPS-509865-AD1/B01",SCBRAN,,"/ASBH-2""-GPS-384036-FD1/B01"
488,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-2""-DPS-505051-AD1/B01",SCBRAN,,"/ASBH-2""-GPS-384037-FD1/B01"
490,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-2""-DPS-509866-AR1/B01",SCBRAN,,"/ASBH-3""-GPS-382402-FD1/B01"
494,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-3""-DPS-500166-AX1/B02",SCBRAN,,"/ASBH-4""-GPS-382401-FD1/B01"
496,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-3""-DPS-500166-AX1/B03",SCBRAN,,"/ASBH-8""-GPS-382413-FD7/B01"
498,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-3""-DPS-500166-AX1/B04",SCBRAN,,"/ASBH-8""-GPS-382413-FD7/B02"
502,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-3""-DPS-500165-AX1/B01",SCBRAN,,/ASBHA-EP-3825
503,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-503703-AD1/B01",SCBRAN,,"/ASBH-2""-WOS-380261-BX1/B01"
505,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N2,"/ASBH-4""-DPS-503702-AD1/B03",SCBRAN,,"/ASBH-26""-WOS-380257-BD2/B01"
507,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-3""-DPS-500165-AX1/B05",SCBRAN,,"/ASBH-3""-WOS-380260-BX1/B02"
509,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-3""-DPS-500165-AX1/B04",SCBRAN,,"/ASBH-4""-DPS-380266-BX1-P/B01"
511,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-3""-DPS-500165-AX1/B03",SCBRAN,,"/ASBH-4""-DPS-380267-BX1-P/B01"
513,/ASBHA-V-5002,SCEQUI,/ASBHA-V-5002/N9,"/ASBH-2""-DPS-500186-AX1/B01",SCBRAN,,"/ASBH-4""-WOS-380259-BX1-P/B01"
517,/ASBHA-FIL-1014,SCEQUI,/ASBHA-FIL-101004/N2,"/ASBH-1""-WP-101066-AR1/B02",SCBRAN,,"/ASBH-8""-WOS-380258-BX1-P/B01"
518,/ASBHA-FIL-1014,SCEQUI,/ASBHA-FIL-101004/N2,"/ASBH-1""-WP-101066-AR1/B01",SCBRAN,,/ASBHA-EP-3826
519,/ASBHA-FIL-1014,SCEQUI,/ASBHA-FIL-101004/N2,"/ASBH-1""-WP-101066-AR1/B03",SCBRAN,,"/ASBH-10""-GPS-382604-FD7/B01"
521,/ASBHA-FIL-1014,SCEQUI,/ASBHA-FIL-101004/N2,"/ASBH-1""-WP-101066-AR1/B04",SCBRAN,,"/ASBH-10""-GPS-382604-FD7/B05"
523,/ASBHA-FIL-1014,SCEQUI,/ASBHA-FIL-101004/N2,"/ASBH-0.75""-WP-101019-AR1/B03",SCBRAN,,"/ASBH-2""-GPS-382603-FD1/B01"
526,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N3,"/ASBH-6""-GPS-380701-AD4/B01",SCBRAN,,"/ASBH-2""-GPS-382606-FD1/B01"
527,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N2,"/ASBH-16""-GPS-380704-AD5/B01",SCBRAN,,"/ASBH-2""-GPS-384038-FD1/B01"
528,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N6,"/ASBH-3""-GPS-380702-AD4/B01",SCBRAN,,"/ASBH-3""-GPS-382602-FD1/B01"
529,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N9,"/ASBH-4""-GPS-380703-AD4/B01",SCBRAN,,"/ASBH-4""-GPS-382601-FD1/B01"
530,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N4,"/ASBH-2""-GPS-380051-AD1/B01",SCBRAN,,"/ASBH-8""-GPS-382613-FD7/B01"
533,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N2,"/ASBH-16""-GPS-380704-AD5/B02",SCBRAN,,"/ASBH-8""-GPS-382613-FD7/B02"
535,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N2,"/ASBH-16""-GPS-380704-AD5/B03",SCBRAN,,/ASBHA-EP-3827
537,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N2,"/ASBH-16""-GPS-380704-AD5/B04",SCBRAN,,"/ASBH-2""-WOS-380255-BX1/B01"
539,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N2,"/ASBH-16""-GPS-380713-AD5/B01",SCBRAN,,"/ASBH-2""-WOS-384041-BX1/B01"
541,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N2,"/ASBH-16""-GPS-380704-AD5/B05",SCBRAN,,"/ASBH-26""-WOS-380251-BD2/B01"
543,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N2,"/ASBH-16""-GPS-380704-AD5/B06",SCBRAN,,"/ASBH-26""-WOS-382713-BD2/B01"
546,/ASBHA-EP-3807,SCEQUI,/ASBHA-EP-3807/N6,"/ASBH-2""-GPS-384007-AD4/B01",SCBRAN,,"/ASBH-3""-WOS-380254-BX1/B01"
550,/ASBHA-V-3402,SCEQUI,/ASBHA-V-3402/N13,"/ASBH-2""-GPS-340115-AD1/B01",SCBRAN,,"/ASBH-4""-DPS-380263-BX1-P/B01"
551,/ASBHA-V-3402,SCEQUI,/ASBHA-V-3402/N12,"/ASBH-2""-GPS-340114-AD1/B01",SCBRAN,,"/ASBH-4""-DPS-380264-BX1-P/B01"
552,/ASBHA-V-3402,SCEQUI,/ASBHA-V-3402/N3,"/ASBH-4""-OCS-340314-AD1/B01",SCBRAN,,"/ASBH-4""-WOS-380253-BX1-P/B01"
553,/ASBHA-V-3402,SCEQUI,/ASBHA-V-3402/N4,"/ASBH-2""-OCS-340323-AD1/B01",SCBRAN,,"/ASBH-8""-WOS-380252-BX1/B01"
554,/ASBHA-V-3402,SCEQUI,/ASBHA-V-3402/N5,"/ASBH-6""-GPS-340112-AX2/B01",SCBRAN,,/ASBHA-EP-3828
555,/ASBHA-V-3402,SCEQUI,/ASBHA-V-3402/N9,"/ASBH-3""-GPS-340109-AX1/B01",SCBRAN,,"/ASBH-10""-WI-382804-FD4/B01"
556,/ASBHA-V-3402,SCEQUI,/ASBHA-V-3402/N1,"/ASBH-34""-GPS-340108-AD4/B01",SCBRAN,,"/ASBH-16""-WI-382813-FD4/B01"
558,/ASBHA-P-3938,SCEQUI,=1073780026/39837,"/ASBH-0.5""-CY-392130-AT1/B01",SCBRAN,,"/ASBH-2""-WI-382803-FD1/B01"
559,/ASBHA-P-3938,SCEQUI,/=1073780026/39835/N,"/ASBH-1""-CY-392220-AT1/B01",SCBRAN,,"/ASBH-2""-WI-382803-FD1/B02"
560,/ASBHA-P-3938,SCEQUI,=1073780026/39837,"/ASBH-0.5""-CY-392130-AT1/B03",SCBRAN,,"/ASBH-2""-WI-382805-FD1/B01"
561,/ASBHA-P-3938,SCEQUI,=1073780026/39837,"/ASBH-0.5""-CY-392130-AT1/B02",SCBRAN,,"/ASBH-2""-WI-384047-FD1/B01"
562,/ASBHA-P-3938,SCEQUI,=1073780026/39837,"/ASBH-0.5""-CY-392221-AT1/B04",SCBRAN,,"/ASBH-3""-WI-382802-FD1/B01"
563,/ASBHA-P-3938,SCEQUI,=1073780026/39837,"/ASBH-0.5""-CY-392221-AT1/B01",SCBRAN,,"/ASBH-4""-WI-382801-FD1/B01"
564,/ASBHA-P-3938,SCEQUI,=1073780026/39837,"/ASBH-0.5""-CY-392223-AT1/B01",SCBRAN,,/ASBHA-EP-3829
566,/ASBHA-P-3938,SCEQUI,=1073780026/39837,"/ASBH-0.5""-CY-392221-AT1/B02",SCBRAN,,"/ASBH-12""-WI-382913-FD4/B01"
568,/ASBHA-P-3938,SCEQUI,=1073780026/39837,"/ASBH-0.5""-CY-392221-AT1/B05",SCBRAN,,"/ASBH-2""-WI-382903-FD1/B01"
571,/ASBHA-P-3938,SCEQUI,=1073780026/39837,"/ASBH-0.5""-CY-392130-AT1/B05",SCBRAN,,"/ASBH-2""-WI-382905-FD1/B01"
572,/ASBHA-P-3938,SCEQUI,=1073780026/39837,"/ASBH-0.5""-CY-392130-AT1/B04",SCBRAN,,"/ASBH-2""-WI-384050-FD1/B01"
573,/ASBHA-P-3938,SCEQUI,/=1073780026/39835/N,"/ASBH-1""-CY-392219-AT1/B03",SCBRAN,,"/ASBH-3""-WI-382902-FD1/B02"
574,/ASBHA-P-3938,SCEQUI,/=1073780026/39835/N,"/ASBH-1""-CY-392219-AT1/B01",SCBRAN,,"/ASBH-4""-WI-382901-FD1/B01"
575,/ASBHA-P-3938,SCEQUI,/=1073780026/39835/N,"/ASBH-1""-CY-392219-AT1/B02",SCBRAN,,"/ASBH-8""-WI-382904-FD4/B01"
578,/ASBHA-P-3938,SCEQUI,/=1073780026/39835/N,"/ASBH-1""-CY-392219-AT1/B04",SCBRAN,,/ASBHA-EP-3830
580,/ASBHA-P-3938,SCEQUI,/=1073780026/39835/N,"/ASBH-1""-CY-392219-AT1/B05",SCBRAN,,"/ASBH-10""-WI-383004-FD4/B01"
584,/ASBHA-T-3908,SCEQUI,/ASBHA-T-3908/N1,"/ASBH-2""-CX-390008-AS1/B01",SCBRAN,,"/ASBH-14""-WI-383013-FD4/B01"
585,/ASBHA-T-3908,SCEQUI,/ASBHA-T-3908/N5,"/ASBH-3""-CX-390033-AS1/B01",SCBRAN,,"/ASBH-2""-WI-383005-FD1/B01"
586,/ASBHA-T-3908,SCEQUI,/ASBHA-T-3908/N4,"/ASBH-0.5""-CI-392100-IT1/B01",SCBRAN,,"/ASBH-2""-WI-384052-FD1/B01"
587,/ASBHA-T-3908,SCEQUI,/ASBHA-T-3908/N2,"/ASBH-1""-CI-392101-IT1/B01",SCBRAN,,"/ASBH-2""-WI-384053-FD1/B01"
588,/ASBHA-T-3908,SCEQUI,/ASBHA-T-3908/N5,"/ASBH-3""-CX-390033-AS1/B02",SCBRAN,,"/ASBH-3""-WI-383002-FD1/B01"
590,/ASBHA-V-4001,SCEQUI,/ASBHA-V-4001/N9A,"/ASBH-2""-FHS-400064-AS1/B01",SCBRAN,,"/ASBH-4""-WI-383001-FD1/B01"
591,/ASBHA-V-4001,SCEQUI,/ASBHA-V-4001/N2,"/ASBH-14""-FHS-400002-AS2/B01",SCBRAN,,/ASBHA-EP-3831
592,/ASBHA-V-4001,SCEQUI,/ASBHA-V-4001/N1,"/ASBH-34""-FHS-400001-AD4/B01",SCBRAN,,"/ASBH-20""-WI-383104-FD4/B01"
593,/ASBHA-V-4001,SCEQUI,/ASBHA-V-4001/N4,"/ASBH-24""-FHS-400056-AS1/B01",SCBRAN,,"/ASBH-3""-WI-383102-FD1/B01"
594,/ASBHA-V-4001,SCEQUI,/ASBHA-V-4001/N10,"/ASBH-2""-DPS-400413-AX1/B01",SCBRAN,,"/ASBH-4""-WI-383103-FD1/B01"
